145, 4.8e-06, 3.3e-06, 3e-06, 3.7e-06
146, 2.6e-06, 2.7e-06, 3.5e-06, 2.93333e-06
147, 3.1e-06, 3.7e-06, 3.4e-06, 3.4e-06
148, 3.2e-06, 3e-06, 2.8e-06, 3e-06
149, 3.8e-06, 3.6e-06, 3.4e-06, 3.6e-06
150, 2.9e-06, 2.9e-06, 2.8e-06, 2.86667e-06
151, 4.5e-06, 3.7e-06, 4.1e-06, 4.1e-06
152, 3.5e-06, 3e-06, 3.3e-06, 3.26667e-06
153, 3.8e-06, 3.2e-06, 5e-06, 4e-06
154, 3.3e-06, 3.4e-06, 3.3e-06, 3.33333e-06
155, 4.3e-06, 4.3e-06, 4.2e-06, 4.26667e-06
156, 3.4e-06, 3e-06, 3.3e-06, 3.23333e-06
157, 4.1e-06, 3.8e-06, 3.2e-06, 3.7e-06
158, 3.3e-06, 2.5e-06, 3e-06, 2.93333e-06
159, 3.3e-06, 3.6e-06, 3.1e-06, 3.33333e-06
160, 3.7e-06, 3.8e-06, 3.4e-06, 3.63333e-06
161, 3.2e-06, 3e-06, 3.2e-06, 3.13333e-06
162, 3.7e-06, 3.3e-06, 3e-06, 3.33333e-06
163, 4.7e-06, 3.4e-06, 3.9e-06, 4e-06
164, 3.5e-06, 3.4e-06, 2.5e-06, 3.13333e-06
165, 4.2e-06, 4.3e-06, 3.8e-06, 4.1e-06
166, 3.4e-06, 3.2e-06, 3.2e-06, 3.26667e-06
167, 3e-06, 3.2e-06, 3.5e-06, 3.23333e-06
168, 3.3e-06, 2.7e-06, 2.8e-06, 2.93333e-06
169, 3.3e-06, 3.2e-06, 2.9e-06, 3.13333e-06
170, 3.4e-06, 3.2e-06, 3.5e-06, 3.36667e-06
171, 3.7e-06, 2.9e-06, 3.2e-06, 3.26667e-06
172, 3.7e-06, 3.2e-06, 3.2e-06, 3.36667e-06
173, 3.5e-06, 2.7e-06, 3.3e-06, 3.16667e-06
174, 3.5e-06, 3.2e-06, 2.9e-06, 3.2e-06
175, 3.3e-06, 3.1e-06, 3.2e-06, 3.2e-06
176, 3.4e-06, 3.4e-06, 3.2e-06, 3.33333e-06
177, 3.7e-06, 2.7e-06, 3.1e-06, 3.16667e-06
178, 2.7e-06, 3.1e-06, 3.1e-06, 2.96667e-06
179, 3.6e-06, 3.5e-06, 3.7e-06, 3.6e-06
180, 3.7e-06, 3.9e-06, 2.9e-06, 3.5e-06
181, 3.6e-06, 2.8e-06, 3.3e-06, 3.23333e-06
182, 3.5e-06, 3.1e-06, 3.3e-06, 3.3e-06
183, 4.1e-06, 3.7e-06, 4.3e-06, 4.03333e-06
184, 3.3e-06, 3.3e-06, 3.6e-06, 3.4e-06
185, 3e-06, 3.2e-06, 3.1e-06, 3.1e-06
186, 3.5e-06, 3.4e-06, 3.2e-06, 3.36667e-06
187, 3e-06, 3.1e-06, 3e-06, 3.03333e-06
188, 3.1e-06, 3.1e-06, 3.4e-06, 3.2e-06
189, 3.4e-06, 3e-06, 2.7e-06, 3.03333e-06
190, 3.1e-06, 3.3e-06, 3e-06, 3.13333e-06
191, 3.4e-06, 3.1e-06, 2.7e-06, 3.06667e-06
192, 4.4e-06, 4.4e-06, 3.4e-06, 4.06667e-06
193, 4e-06, 3.8e-06, 4e-06, 3.93333e-06
194, 4.1e-06, 4.2e-06, 4.6e-06, 4.3e-06
195, 3.6e-06, 3.8e-06, 3.2e-06, 3.53333e-06
196, 3.9e-06, 3.7e-06, 3.1e-06, 3.56667e-06
197, 3.1e-06, 2.7e-06, 3.4e-06, 3.06667e-06
198, 3.2e-06, 3.2e-06, 2.8e-06, 3.06667e-06
199, 3.2e-06, 3.3e-06, 3.1e-06, 3.2e-06
200, 3.4e-06, 3.2e-06, 3.1e-06, 3.23333e-06
201, 3.4e-06, 3.7e-06, 3.5e-06, 3.53333e-06
202, 3.4e-06, 3.1e-06, 2.9e-06, 3.13333e-06
203, 2.7e-06, 2.9e-06, 2.9e-06, 2.83333e-06
204, 3e-06, 3.6e-06, 2.9e-06, 3.16667e-06
205, 2.9e-06, 3.3e-06, 3.6e-06, 3.26667e-06
206, 3.4e-06, 3.2e-06, 2.8e-06, 3.13333e-06
207, 3.5e-06, 3.1e-06, 3.4e-06, 3.33333e-06
208, 4.9e-06, 3.3e-06, 4e-06, 4.06667e-06
209, 3.5e-06, 3.1e-06, 2.8e-06, 3.13333e-06
210, 3.2e-06, 3.2e-06, 2.9e-06, 3.1e-06
211, 4e-06, 3e-06, 2.8e-06, 3.26667e-06
212, 3.4e-06, 2.8e-06, 2.6e-06, 2.93333e-06
213, 2.9e-06, 3.3e-06, 3.5e-06, 3.23333e-06
214, 2.7e-06, 3e-06, 2.7e-06, 2.8e-06
215, 3.9e-06, 3e-06, 3.4e-06, 3.43333e-06
216, 3.5e-06, 3.3e-06, 3.3e-06, 3.36667e-06
217, 2.8e-06, 3.1e-06, 3.1e-06, 3e-06
218, 3e-06, 2.3e-06, 3e-06, 2.76667e-06
219, 3.6e-06, 2.9e-06, 2.9e-06, 3.13333e-06
220, 3.1e-06, 2.7e-06, 3.1e-06, 2.96667e-06
221, 3.4e-06, 3.3e-06, 3.5e-06, 3.4e-06
222, 3.8e-06, 2.8e-06, 3.1e-06, 3.23333e-06
223, 2.9e-06, 2.9e-06, 3.5e-06, 3.1e-06
224, 3.3e-06, 2.8e-06, 3.5e-06, 3.2e-06
225, 2.9e-06, 3.2e-06, 2.8e-06, 2.96667e-06
226, 3.2e-06, 3.5e-06, 3.6e-06, 3.43333e-06
227, 3.5e-06, 3.3e-06, 3.4e-06, 3.4e-06
228, 3.8e-06, 3.1e-06, 3.2e-06, 3.36667e-06
229, 2.8e-06, 3.1e-06, 3e-06, 2.96667e-06
230, 3.1e-06, 2.7e-06, 3.3e-06, 3.03333e-06
231, 3.2e-06, 3.4e-06, 3e-06, 3.2e-06
232, 3.3e-06, 3.6e-06, 2.9e-06, 3.26667e-06
233, 3.4e-06, 2.8e-06, 3.1e-06, 3.1e-06
234, 3.7e-06, 3.4e-06, 3.1e-06, 3.4e-06
235, 5e-06, 3.2e-06, 3.3e-06, 3.83333e-06
236, 3.2e-06, 3.8e-06, 3.2e-06, 3.4e-06
237, 4.1e-06, 3.3e-06, 3.5e-06, 3.63333e-06
238, 4.1e-06, 3.4e-06, 3.1e-06, 3.53333e-06
239, 3.8e-06, 3.3e-06, 3.4e-06, 3.5e-06
240, 3.8e-06, 3.7e-06, 3.5e-06, 3.66667e-06
241, 3.4e-06, 3.1e-06, 3.2e-06, 3.23333e-06
242, 2.9e-06, 3.3e-06, 3.4e-06, 3.2e-06
243, 3.4e-06, 3.2e-06, 3.7e-06, 3.43333e-06
244, 3.4e-06, 3e-06, 2.8e-06, 3.06667e-06
245, 3.7e-06, 2.8e-06, 3.4e-06, 3.3e-06
246, 3.3e-06, 3.3e-06, 3e-06, 3.2e-06
247, 4.4e-06, 4.6e-06, 2.9e-06, 3.96667e-06
248, 4.1e-06, 3.9e-06, 4e-06, 4e-06
249, 3.8e-06, 3.6e-06, 2.9e-06, 3.43333e-06
250, 3.8e-06, 3.7e-06, 3.7e-06, 3.73333e-06
251, 2.8e-06, 3.7e-06, 3e-06, 3.16667e-06
252, 5e-06, 4e-06, 4.4e-06, 4.46667e-06
253, 3.7e-06, 3.5e-06, 3.1e-06, 3.43333e-06
254, 3.1e-06, 3.9e-06, 4.2e-06, 3.73333e-06
255, 3e-06, 2.6e-06, 3.3e-06, 2.96667e-06
256, 3.4e-06, 3.4e-06, 3.2e-06, 3.33333e-06
257, 3.4e-06, 3.2e-06, 3.4e-06, 3.33333e-06
258, 3.1e-06, 3.4e-06, 2.8e-06, 3.1e-06
259, 4.2e-06, 3.5e-06, 3.7e-06, 3.8e-06
260, 3.2e-06, 3.5e-06, 3.8e-06, 3.5e-06
261, 3.8e-06, 2.6e-06, 3.1e-06, 3.16667e-06
262, 3.4e-06, 3.3e-06, 3e-06, 3.23333e-06
263, 2.9e-06, 3.3e-06, 3.3e-06, 3.16667e-06
264, 2.7e-06, 2.8e-06, 3.3e-06, 2.93333e-06
265, 3.3e-06, 2.5e-06, 2.7e-06, 2.83333e-06
266, 3e-06, 3.6e-06, 2.8e-06, 3.13333e-06
267, 3.7e-06, 3.6e-06, 3.4e-06, 3.56667e-06
268, 3.1e-06, 3.2e-06, 3.1e-06, 3.13333e-06
269, 3.5e-06, 2.9e-06, 3.4e-06, 3.26667e-06
270, 2.9e-06, 3.2e-06, 2.8e-06, 2.96667e-06
271, 3.2e-06, 2.8e-06, 3.1e-06, 3.03333e-06
272, 2.8e-06, 3e-06, 3.5e-06, 3.1e-06
273, 3.4e-06, 3.5e-06, 3.6e-06, 3.5e-06
274, 3.2e-06, 3.4e-06, 3.4e-06, 3.33333e-06
275, 3.7e-06, 3.4e-06, 3.4e-06, 3.5e-06
276, 3.7e-06, 3.2e-06, 3.3e-06, 3.4e-06
277, 3.1e-06, 2.7e-06, 3.5e-06, 3.1e-06
278, 3.6e-06, 3.6e-06, 4.4e-06, 3.86667e-06
279, 3.6e-06, 2.9e-06, 3e-06, 3.16667e-06
280, 3.4e-06, 4.7e-06, 4.2e-06, 4.1e-06
281, 3e-06, 3e-06, 3.7e-06, 3.23333e-06
282, 4e-06, 2.7e-06, 3e-06, 3.23333e-06
283, 3.7e-06, 3.3e-06, 3.2e-06, 3.4e-06
284, 3.7e-06, 3.4e-06, 3.3e-06, 3.46667e-06
285, 3.6e-06, 3.6e-06, 2.9e-06, 3.36667e-06
286, 3.4e-06, 3.1e-06, 3.4e-06, 3.3e-06
287, 2.8e-06, 3.2e-06, 3.2e-06, 3.06667e-06
288, 3.3e-06, 3.1e-06, 2.8e-06, 3.06667e-06
289, 3.4e-06, 3.6e-06, 3.1e-06, 3.36667e-06
290, 4e-06, 3.1e-06, 3.1e-06, 3.4e-06
291, 3.7e-06, 3.2e-06, 3.1e-06, 3.33333e-06
292, 3e-06, 3.3e-06, 3.2e-06, 3.16667e-06
293, 3.8e-06, 3.3e-06, 3.1e-06, 3.4e-06
294, 3.4e-06, 3.3e-06, 2.9e-06, 3.2e-06
295, 3.3e-06, 3.7e-06, 4.1e-06, 3.7e-06
296, 3e-06, 3.5e-06, 3e-06, 3.16667e-06
297, 3.4e-06, 3.8e-06, 4e-06, 3.73333e-06
298, 4e-06, 3.3e-06, 3.4e-06, 3.56667e-06
299, 3.5e-06, 2.7e-06, 3.3e-06, 3.16667e-06
300, 4.6e-06, 5.3e-06, 5.6e-06, 5.16667e-06
